;FECHA;TEMP;HUM;PNM;DD;FF;NOMBRE
0;2021-09-01T00:00:00;24.8;48;1008.4;360;19;CORDOBA AERO
1;2021-09-01T01:00:00;24.7;48;1008.0;360;20;CORDOBA AERO
2;2021-09-01T02:00:00;23.6;51;1007.9;20;19;CORDOBA AERO
3;2021-09-01T03:00:00;23.0;52;1007.2;20;15;CORDOBA AERO
4;2021-09-01T04:00:00;23.0;51;1006.2;20;19;CORDOBA AERO
5;2021-09-01T05:00:00;20.2;62;1006.3;340;9;CORDOBA AERO
6;2021-09-01T06:00:00;16.8;74;1006.9;0;0;CORDOBA AERO
7;2021-09-01T07:00:00;15.5;79;1007.8;50;4;CORDOBA AERO
8;2021-09-01T08:00:00;15.6;78;1008.4;50;7;CORDOBA AERO
9;2021-09-01T09:00:00;19.3;68;1008.8;990;4;CORDOBA AERO
10;2021-09-01T10:00:00;25.0;48;1007.8;20;9;CORDOBA AERO
11;2021-09-01T11:00:00;27.9;41;1006.8;70;9;CORDOBA AERO
12;2021-09-01T12:00:00;30.8;36;1005.8;70;13;CORDOBA AERO
13;2021-09-01T13:00:00;32.3;33;1004.8;90;15;CORDOBA AERO
14;2021-09-01T14:00:00;32.5;33;1004.8;140;17;CORDOBA AERO
15;2021-09-01T15:00:00;29.0;37;1005.2;160;33;CORDOBA AERO
16;2021-09-01T16:00:00;26.7;46;1006.2;180;26;CORDOBA AERO
17;2021-09-01T17:00:00;24.5;62;1007.5;160;24;CORDOBA AERO
18;2021-09-01T18:00:00;23.8;61;1008.8;180;22;CORDOBA AERO
19;2021-09-01T19:00:00;22.1;62;1010.1;180;24;CORDOBA AERO
20;2021-09-01T20:00:00;20.7;67;1011.7;180;20;CORDOBA AERO
21;2021-09-01T21:00:00;20.4;70;1012.6;200;20;CORDOBA AERO
22;2021-09-01T22:00:00;19.9;74;1012.9;180;28;CORDOBA AERO
23;2021-09-01T23:00:00;19.1;77;1012.8;180;26;CORDOBA AERO
24;2021-09-01T00:00:00;25.6;49;1008.1;20;9;CORDOBA OBSERVATORIO
25;2021-09-01T01:00:00;25.6;49;1007.8;20;11;CORDOBA OBSERVATORIO
26;2021-09-01T02:00:00;25.3;48;1007.8;20;11;CORDOBA OBSERVATORIO
27;2021-09-01T03:00:00;24.4;51;1007.7;360;7;CORDOBA OBSERVATORIO
28;2021-09-01T04:00:00;23.4;52;1006.9;50;9;CORDOBA OBSERVATORIO
29;2021-09-01T05:00:00;24.2;53;1006.8;360;4;CORDOBA OBSERVATORIO
30;2021-09-01T06:00:00;21.4;62;1006.4;70;6;CORDOBA OBSERVATORIO
31;2021-09-01T07:00:00;21.1;64;1007.3;50;6;CORDOBA OBSERVATORIO
32;2021-09-01T08:00:00;20.7;64;1007.4;90;9;CORDOBA OBSERVATORIO
33;2021-09-01T09:00:00;21.2;61;1007.5;90;6;CORDOBA OBSERVATORIO
34;2021-09-01T10:00:00;23.7;50;1007.8;90;6;CORDOBA OBSERVATORIO
35;2021-09-01T11:00:00;26.2;43;1007.6;90;7;CORDOBA OBSERVATORIO
36;2021-09-01T12:00:00;28.0;40;1007.5;90;9;CORDOBA OBSERVATORIO
37;2021-09-01T13:00:00;30.8;31;1006.6;90;13;CORDOBA OBSERVATORIO
38;2021-09-01T14:00:00;32.7;36;1006.3;90;9;CORDOBA OBSERVATORIO
39;2021-09-01T15:00:00;30.9;35;1005.7;180;20;CORDOBA OBSERVATORIO
40;2021-09-01T16:00:00;28.2;43;1005.6;180;17;CORDOBA OBSERVATORIO
41;2021-09-01T17:00:00;25.7;49;1007.4;180;17;CORDOBA OBSERVATORIO
42;2021-09-01T18:00:00;25.0;49;1007.7;180;17;CORDOBA OBSERVATORIO
43;2021-09-01T19:00:00;22.8;61;1009.0;180;19;CORDOBA OBSERVATORIO
44;2021-09-01T20:00:00;21.7;65;1010.2;180;20;CORDOBA OBSERVATORIO
45;2021-09-01T21:00:00;21.4;65;1011.3;180;19;CORDOBA OBSERVATORIO
46;2021-09-01T22:00:00;20.4;72;1012.2;230;19;CORDOBA OBSERVATORIO
47;2021-09-01T23:00:00;19.8;74;1012.7;230;19;CORDOBA OBSERVATORIO
