;FECHA;TEMP;HUM;PNM;DD;FF;NOMBRE
0;2021-09-20T00:00:00;18.5;74;1011.4;160;11;CORDOBA AERO
1;2021-09-20T01:00:00;19.4;71;1012.2;180;26;CORDOBA AERO
2;2021-09-20T02:00:00;18.9;71;1011.8;180;22;CORDOBA AERO
3;2021-09-20T03:00:00;16.9;76;1012.2;180;20;CORDOBA AERO
4;2021-09-20T04:00:00;16.5;78;1012.7;180;17;CORDOBA AERO
5;2021-09-20T05:00:00;16.1;79;1013.5;180;19;CORDOBA AERO
6;2021-09-20T06:00:00;16.0;76;1014.8;180;22;CORDOBA AERO
7;2021-09-20T07:00:00;15.6;80;1016.3;200;22;CORDOBA AERO
8;2021-09-20T08:00:00;15.2;85;1018.4;200;37;CORDOBA AERO
9;2021-09-20T09:00:00;12.2;96;1021.0;200;28;CORDOBA AERO
10;2021-09-20T10:00:00;13.5;86;1021.8;200;28;CORDOBA AERO
11;2021-09-20T11:00:00;14.9;82;1022.4;230;20;CORDOBA AERO
12;2021-09-20T12:00:00;15.8;77;1022.4;180;26;CORDOBA AERO
13;2021-09-20T13:00:00;16.2;72;1022.2;180;24;CORDOBA AERO
14;2021-09-20T14:00:00;17.2;62;1021.6;180;28;CORDOBA AERO
15;2021-09-20T15:00:00;17.7;60;1021.4;180;31;CORDOBA AERO
16;2021-09-20T16:00:00;18.6;57;1020.8;180;30;CORDOBA AERO
17;2021-09-20T17:00:00;18.4;56;1021.2;180;26;CORDOBA AERO
18;2021-09-20T18:00:00;17.2;60;1022.0;180;26;CORDOBA AERO
19;2021-09-20T19:00:00;16.0;67;1023.6;180;28;CORDOBA AERO
20;2021-09-20T20:00:00;15.2;68;1025.5;180;22;CORDOBA AERO
21;2021-09-20T21:00:00;14.7;69;1026.9;200;19;CORDOBA AERO
22;2021-09-20T22:00:00;14.6;70;1027.6;180;20;CORDOBA AERO
23;2021-09-20T23:00:00;14.4;69;1028.3;200;15;CORDOBA AERO
24;2021-09-20T00:00:00;20.7;70;1010.8;180;9;CORDOBA OBSERVATORIO
25;2021-09-20T01:00:00;19.5;68;1011.6;200;15;CORDOBA OBSERVATORIO
26;2021-09-20T02:00:00;18.2;70;1012.0;200;17;CORDOBA OBSERVATORIO
27;2021-09-20T03:00:00;17.6;73;1012.0;200;15;CORDOBA OBSERVATORIO
28;2021-09-20T04:00:00;16.9;76;1012.1;180;11;CORDOBA OBSERVATORIO
29;2021-09-20T05:00:00;16.7;76;1012.8;200;11;CORDOBA OBSERVATORIO
30;2021-09-20T06:00:00;16.6;76;1014.1;200;15;CORDOBA OBSERVATORIO
31;2021-09-20T07:00:00;16.2;80;1015.6;200;13;CORDOBA OBSERVATORIO
32;2021-09-20T08:00:00;15.2;90;1018.1;230;24;CORDOBA OBSERVATORIO
33;2021-09-20T09:00:00;13.0;92;1020.3;230;24;CORDOBA OBSERVATORIO
34;2021-09-20T10:00:00;14.7;78;1020.9;200;24;CORDOBA OBSERVATORIO
35;2021-09-20T11:00:00;15.8;78;1021.7;200;11;CORDOBA OBSERVATORIO
36;2021-09-20T12:00:00;16.6;72;1022.1;200;17;CORDOBA OBSERVATORIO
37;2021-09-20T13:00:00;17.0;69;1022.3;180;17;CORDOBA OBSERVATORIO
38;2021-09-20T14:00:00;18.2;61;1022.1;180;17;CORDOBA OBSERVATORIO
39;2021-09-20T15:00:00;18.7;57;1021.7;180;19;CORDOBA OBSERVATORIO
40;2021-09-20T16:00:00;18.6;58;1021.5;180;19;CORDOBA OBSERVATORIO
41;2021-09-20T17:00:00;19.6;52;1021.0;180;15;CORDOBA OBSERVATORIO
42;2021-09-20T18:00:00;17.8;61;1021.6;180;15;CORDOBA OBSERVATORIO
43;2021-09-20T19:00:00;16.7;64;1022.7;180;15;CORDOBA OBSERVATORIO
44;2021-09-20T20:00:00;15.4;67;1024.0;180;15;CORDOBA OBSERVATORIO
45;2021-09-20T21:00:00;15.2;67;1025.7;180;15;CORDOBA OBSERVATORIO
46;2021-09-20T22:00:00;15.0;69;1026.8;180;11;CORDOBA OBSERVATORIO
47;2021-09-20T23:00:00;14.6;70;1027.2;230;9;CORDOBA OBSERVATORIO
