;FECHA;TEMP;HUM;PNM;DD;FF;NOMBRE
0;2021-04-15T00:00:00;15.4;94;1013.7;360;13;CORDOBA AERO
1;2021-04-15T01:00:00;14.7;96;1013.3;360;9;CORDOBA AERO
2;2021-04-15T02:00:00;14.5;91;1012.8;360;11;CORDOBA AERO
3;2021-04-15T03:00:00;14.9;90;1012.2;20;11;CORDOBA AERO
4;2021-04-15T04:00:00;14.0;90;1011.6;360;7;CORDOBA AERO
5;2021-04-15T05:00:00;13.6;90;1011.3;340;7;CORDOBA AERO
6;2021-04-15T06:00:00;13.0;94;1011.6;340;7;CORDOBA AERO
7;2021-04-15T07:00:00;13.1;96;1012.6;250;9;CORDOBA AERO
8;2021-04-15T08:00:00;13.4;96;1013.8;250;7;CORDOBA AERO
9;2021-04-15T09:00:00;16.3;90;1014.3;0;0;CORDOBA AERO
10;2021-04-15T10:00:00;19.9;76;1014.5;200;6;CORDOBA AERO
11;2021-04-15T11:00:00;23.6;61;1014.1;230;7;CORDOBA AERO
12;2021-04-15T12:00:00;26.0;52;1013.6;200;11;CORDOBA AERO
13;2021-04-15T13:00:00;27.5;44;1013.0;180;13;CORDOBA AERO
14;2021-04-15T14:00:00;27.7;42;1012.0;160;11;CORDOBA AERO
15;2021-04-15T15:00:00;27.9;41;1011.4;200;11;CORDOBA AERO
16;2021-04-15T16:00:00;27.9;44;1010.8;140;11;CORDOBA AERO
17;2021-04-15T17:00:00;27.7;44;1010.7;150;7;CORDOBA AERO
18;2021-04-15T18:00:00;26.6;49;1011.0;110;7;CORDOBA AERO
19;2021-04-15T19:00:00;23.0;66;1011.9;110;4;CORDOBA AERO
20;2021-04-15T20:00:00;20.2;75;1012.8;0;0;CORDOBA AERO
21;2021-04-15T21:00:00;16.8;86;1013.6;50;9;CORDOBA AERO
22;2021-04-15T22:00:00;16.2;88;1013.7;360;11;CORDOBA AERO
23;2021-04-15T23:00:00;16.5;89;1013.8;290;7;CORDOBA AERO
24;2021-04-15T00:00:00;18.6;79;1012.5;50;4;CORDOBA OBSERVATORIO
25;2021-04-15T01:00:00;17.8;82;1012.9;50;6;CORDOBA OBSERVATORIO
26;2021-04-15T02:00:00;17.2;84;1013.6;320;4;CORDOBA OBSERVATORIO
27;2021-04-15T03:00:00;16.4;88;1014.0;360;6;CORDOBA OBSERVATORIO
28;2021-04-15T04:00:00;15.6;91;1014.7;360;4;CORDOBA OBSERVATORIO
29;2021-04-15T05:00:00;15.0;91;1014.9;320;2;CORDOBA OBSERVATORIO
30;2021-04-15T06:00:00;15.0;94;1012.9;230;4;CORDOBA OBSERVATORIO
31;2021-04-15T07:00:00;15.2;96;1011.8;180;6;CORDOBA OBSERVATORIO
32;2021-04-15T08:00:00;15.3;96;1011.9;180;9;CORDOBA OBSERVATORIO
33;2021-04-15T09:00:00;18.2;77;1013.4;230;6;CORDOBA OBSERVATORIO
34;2021-04-15T10:00:00;20.5;63;1013.6;270;4;CORDOBA OBSERVATORIO
35;2021-04-15T11:00:00;23.5;61;1013.3;90;2;CORDOBA OBSERVATORIO
36;2021-04-15T12:00:00;26.4;56;1012.6;230;6;CORDOBA OBSERVATORIO
37;2021-04-15T13:00:00;28.2;47;1012.3;140;13;CORDOBA OBSERVATORIO
38;2021-04-15T14:00:00;28.6;49;1012.3;140;9;CORDOBA OBSERVATORIO
39;2021-04-15T15:00:00;29.0;44;1010.5;140;11;CORDOBA OBSERVATORIO
40;2021-04-15T16:00:00;29.0;45;1010.6;140;7;CORDOBA OBSERVATORIO
41;2021-04-15T17:00:00;28.8;45;1009.9;110;9;CORDOBA OBSERVATORIO
42;2021-04-15T18:00:00;27.4;46;1009.8;140;7;CORDOBA OBSERVATORIO
43;2021-04-15T19:00:00;25.6;57;1009.9;110;9;CORDOBA OBSERVATORIO
44;2021-04-15T20:00:00;23.5;68;1011.4;110;6;CORDOBA OBSERVATORIO
45;2021-04-15T21:00:00;23.3;65;1011.5;90;7;CORDOBA OBSERVATORIO
46;2021-04-15T22:00:00;22.2;72;1012.0;90;4;CORDOBA OBSERVATORIO
47;2021-04-15T23:00:00;20.7;78;1012.2;270;2;CORDOBA OBSERVATORIO
