;FECHA;TEMP;HUM;PNM;DD;FF;NOMBRE
0;2022-04-08T00:00:00;14.6;94;1014.1;0;0;CORDOBA AERO
1;2022-04-08T01:00:00;14.3;89;1014.0;320;9;CORDOBA AERO
2;2022-04-08T02:00:00;14.2;89;1014.0;0;0;CORDOBA AERO
3;2022-04-08T03:00:00;14.3;90;1013.6;20;11;CORDOBA AERO
4;2022-04-08T04:00:00;13.7;89;1013.3;20;11;CORDOBA AERO
5;2022-04-08T05:00:00;14.0;88;1013.1;340;13;CORDOBA AERO
6;2022-04-08T06:00:00;15.1;86;1013.0;340;13;CORDOBA AERO
7;2022-04-08T07:00:00;15.2;87;1013.8;320;13;CORDOBA AERO
8;2022-04-08T08:00:00;14.8;89;1014.4;320;7;CORDOBA AERO
9;2022-04-08T09:00:00;16.9;81;1015.0;0;0;CORDOBA AERO
10;2022-04-08T10:00:00;21.8;63;1015.3;360;9;CORDOBA AERO
11;2022-04-08T11:00:00;24.8;51;1014.9;20;17;CORDOBA AERO
12;2022-04-08T12:00:00;26.4;47;1014.5;360;13;CORDOBA AERO
13;2022-04-08T13:00:00;28.0;45;1013.9;50;17;CORDOBA AERO
14;2022-04-08T14:00:00;28.9;38;1013.1;50;15;CORDOBA AERO
15;2022-04-08T15:00:00;29.6;37;1012.2;20;15;CORDOBA AERO
16;2022-04-08T16:00:00;29.4;38;1011.7;50;13;CORDOBA AERO
17;2022-04-08T17:00:00;28.7;43;1011.4;50;19;CORDOBA AERO
18;2022-04-08T18:00:00;27.1;50;1011.6;70;19;CORDOBA AERO
19;2022-04-08T19:00:00;25.4;65;1012.9;50;17;CORDOBA AERO
20;2022-04-08T20:00:00;20.6;77;1013.1;50;11;CORDOBA AERO
21;2022-04-08T21:00:00;17.8;88;1014.0;360;9;CORDOBA AERO
22;2022-04-08T22:00:00;16.7;90;1014.2;360;13;CORDOBA AERO
23;2022-04-08T23:00:00;16.5;90;1014.2;360;13;CORDOBA AERO
24;2022-04-08T00:00:00;18.3;83;1013.1;320;2;CORDOBA OBSERVATORIO
25;2022-04-08T01:00:00;18.0;84;1013.1;290;4;CORDOBA OBSERVATORIO
26;2022-04-08T02:00:00;17.4;87;1012.5;290;4;CORDOBA OBSERVATORIO
27;2022-04-08T03:00:00;17.8;82;1012.0;50;6;CORDOBA OBSERVATORIO
28;2022-04-08T04:00:00;17.4;79;1012.0;20;6;CORDOBA OBSERVATORIO
29;2022-04-08T05:00:00;17.0;82;1011.7;320;4;CORDOBA OBSERVATORIO
30;2022-04-08T06:00:00;16.2;83;1011.3;290;4;CORDOBA OBSERVATORIO
31;2022-04-08T07:00:00;15.1;87;1012.4;290;4;CORDOBA OBSERVATORIO
32;2022-04-08T08:00:00;15.8;83;1012.8;180;2;CORDOBA OBSERVATORIO
33;2022-04-08T09:00:00;17.4;74;1013.0;230;4;CORDOBA OBSERVATORIO
34;2022-04-08T10:00:00;22.6;59;1013.9;50;7;CORDOBA OBSERVATORIO
35;2022-04-08T11:00:00;25.2;48;1013.7;50;9;CORDOBA OBSERVATORIO
36;2022-04-08T12:00:00;27.0;48;1013.3;50;7;CORDOBA OBSERVATORIO
37;2022-04-08T13:00:00;28.8;43;1014.7;90;9;CORDOBA OBSERVATORIO
38;2022-04-08T14:00:00;28.9;41;1014.1;90;11;CORDOBA OBSERVATORIO
39;2022-04-08T15:00:00;29.4;37;1011.8;50;6;CORDOBA OBSERVATORIO
40;2022-04-08T16:00:00;29.6;36;1011.1;50;7;CORDOBA OBSERVATORIO
41;2022-04-08T17:00:00;29.2;36;1011.2;50;13;CORDOBA OBSERVATORIO
42;2022-04-08T18:00:00;28.0;40;1011.3;90;13;CORDOBA OBSERVATORIO
43;2022-04-08T19:00:00;25.8;53;1012.5;50;11;CORDOBA OBSERVATORIO
44;2022-04-08T20:00:00;24.5;60;1011.9;70;11;CORDOBA OBSERVATORIO
45;2022-04-08T21:00:00;22.8;64;1012.8;70;11;CORDOBA OBSERVATORIO
46;2022-04-08T22:00:00;21.6;74;1013.1;360;7;CORDOBA OBSERVATORIO
47;2022-04-08T23:00:00;20.6;78;1013.3;340;6;CORDOBA OBSERVATORIO
