;FECHA;TEMP;HUM;PNM;DD;FF;NOMBRE
0;2021-04-06T00:00:00;16.4;91;1015.1;360;9;CORDOBA AERO
1;2021-04-06T01:00:00;15.4;94;1014.6;360;9;CORDOBA AERO
2;2021-04-06T02:00:00;16.2;91;1014.7;20;7;CORDOBA AERO
3;2021-04-06T03:00:00;16.3;91;1014.7;320;6;CORDOBA AERO
4;2021-04-06T04:00:00;17.0;87;1014.1;340;7;CORDOBA AERO
5;2021-04-06T05:00:00;16.4;90;1014.5;50;13;CORDOBA AERO
6;2021-04-06T06:00:00;15.9;94;1014.9;20;11;CORDOBA AERO
7;2021-04-06T07:00:00;15.9;97;1015.4;50;9;CORDOBA AERO
8;2021-04-06T08:00:00;16.4;96;1015.8;20;11;CORDOBA AERO
9;2021-04-06T09:00:00;17.8;90;1016.3;20;19;CORDOBA AERO
10;2021-04-06T10:00:00;19.2;84;1016.7;50;19;CORDOBA AERO
11;2021-04-06T11:00:00;19.9;82;1017.0;20;17;CORDOBA AERO
12;2021-04-06T12:00:00;21.5;74;1016.5;20;19;CORDOBA AERO
13;2021-04-06T13:00:00;23.5;65;1015.6;20;20;CORDOBA AERO
14;2021-04-06T14:00:00;24.5;62;1014.2;50;20;CORDOBA AERO
15;2021-04-06T15:00:00;25.0;58;1013.3;90;20;CORDOBA AERO
16;2021-04-06T16:00:00;25.2;59;1012.7;50;20;CORDOBA AERO
17;2021-04-06T17:00:00;24.2;63;1012.4;50;20;CORDOBA AERO
18;2021-04-06T18:00:00;23.2;68;1012.6;50;19;CORDOBA AERO
19;2021-04-06T19:00:00;20.6;77;1013.3;50;19;CORDOBA AERO
20;2021-04-06T20:00:00;18.4;86;1013.9;50;9;CORDOBA AERO
21;2021-04-06T21:00:00;18.0;88;1014.5;360;11;CORDOBA AERO
22;2021-04-06T22:00:00;19.1;84;1014.4;340;7;CORDOBA AERO
23;2021-04-06T23:00:00;19.2;86;1014.1;340;7;CORDOBA AERO
24;2021-04-06T00:00:00;19.2;81;1013.5;360;7;CORDOBA OBSERVATORIO
25;2021-04-06T01:00:00;18.8;75;1013.8;360;6;CORDOBA OBSERVATORIO
26;2021-04-06T02:00:00;18.6;79;1014.1;20;7;CORDOBA OBSERVATORIO
27;2021-04-06T03:00:00;18.6;81;1014.3;360;4;CORDOBA OBSERVATORIO
28;2021-04-06T04:00:00;18.8;80;1013.6;290;4;CORDOBA OBSERVATORIO
29;2021-04-06T05:00:00;18.8;80;1014.2;90;9;CORDOBA OBSERVATORIO
30;2021-04-06T06:00:00;17.6;88;1014.3;20;6;CORDOBA OBSERVATORIO
31;2021-04-06T07:00:00;17.4;87;1014.5;70;11;CORDOBA OBSERVATORIO
32;2021-04-06T08:00:00;18.3;88;1014.7;50;7;CORDOBA OBSERVATORIO
33;2021-04-06T09:00:00;19.0;84;1015.3;20;7;CORDOBA OBSERVATORIO
34;2021-04-06T10:00:00;19.2;88;1016.2;50;9;CORDOBA OBSERVATORIO
35;2021-04-06T11:00:00;20.7;80;1016.3;50;7;CORDOBA OBSERVATORIO
36;2021-04-06T12:00:00;22.4;72;1015.5;20;9;CORDOBA OBSERVATORIO
37;2021-04-06T13:00:00;24.2;64;1014.7;50;13;CORDOBA OBSERVATORIO
38;2021-04-06T14:00:00;25.3;59;1013.4;20;11;CORDOBA OBSERVATORIO
39;2021-04-06T15:00:00;24.7;62;1010.8;70;17;CORDOBA OBSERVATORIO
40;2021-04-06T16:00:00;25.2;60;1011.8;90;17;CORDOBA OBSERVATORIO
41;2021-04-06T17:00:00;24.9;61;1011.7;50;11;CORDOBA OBSERVATORIO
42;2021-04-06T18:00:00;24.2;65;1011.8;70;13;CORDOBA OBSERVATORIO
43;2021-04-06T19:00:00;22.2;71;1011.2;50;15;CORDOBA OBSERVATORIO
44;2021-04-06T20:00:00;21.3;74;1012.7;50;9;CORDOBA OBSERVATORIO
45;2021-04-06T21:00:00;20.5;78;1013.5;360;9;CORDOBA OBSERVATORIO
46;2021-04-06T22:00:00;20.5;77;1013.9;360;7;CORDOBA OBSERVATORIO
47;2021-04-06T23:00:00;21.2;74;1013.7;360;7;CORDOBA OBSERVATORIO
