;FECHA;TEMP;HUM;PNM;DD;FF;NOMBRE
0;2021-07-31T00:00:00;5.6;46;1020.1;20;15;CORDOBA AERO
1;2021-07-31T01:00:00;2.2;59;1019.9;20;11;CORDOBA AERO
2;2021-07-31T02:00:00;.6;67;1019.7;340;13;CORDOBA AERO
3;2021-07-31T03:00:00;4.2;57;1018.8;340;13;CORDOBA AERO
4;2021-07-31T04:00:00;6.8;44;1018.5;20;13;CORDOBA AERO
5;2021-07-31T05:00:00;1.8;65;1019.3;0;0;CORDOBA AERO
6;2021-07-31T06:00:00;.6;71;1021.1;230;11;CORDOBA AERO
7;2021-07-31T07:00:00;2.8;56;1022.9;320;6;CORDOBA AERO
8;2021-07-31T08:00:00;-.3;67;1025.0;0;0;CORDOBA AERO
9;2021-07-31T09:00:00;1.8;68;1026.8;230;7;CORDOBA AERO
10;2021-07-31T10:00:00;8.4;41;1026.6;180;6;CORDOBA AERO
11;2021-07-31T11:00:00;12.7;30;1026.5;180;13;CORDOBA AERO
12;2021-07-31T12:00:00;15.4;26;1026.5;180;13;CORDOBA AERO
13;2021-07-31T13:00:00;17.5;26;1026.4;180;11;CORDOBA AERO
14;2021-07-31T14:00:00;15.8;24;1026.4;140;17;CORDOBA AERO
15;2021-07-31T15:00:00;19.4;19;1025.5;140;22;CORDOBA AERO
16;2021-07-31T16:00:00;19.1;21;1025.5;140;19;CORDOBA AERO
17;2021-07-31T17:00:00;18.9;20;1026.8;140;7;CORDOBA AERO
18;2021-07-31T18:00:00;16.0;25;1029.1;140;19;CORDOBA AERO
19;2021-07-31T19:00:00;14.0;30;1029.5;180;7;CORDOBA AERO
20;2021-07-31T20:00:00;8.6;40;1031.6;0;0;CORDOBA AERO
21;2021-07-31T21:00:00;5.9;51;1032.4;270;11;CORDOBA AERO
22;2021-07-31T22:00:00;7.9;42;1032.1;270;15;CORDOBA AERO
23;2021-07-31T23:00:00;5.8;50;1031.9;270;11;CORDOBA AERO
24;2021-07-31T00:00:00;10.2;40;1019.2;50;6;CORDOBA OBSERVATORIO
25;2021-07-31T01:00:00;9.3;43;1019.1;50;6;CORDOBA OBSERVATORIO
26;2021-07-31T02:00:00;7.6;41;1018.7;50;4;CORDOBA OBSERVATORIO
27;2021-07-31T03:00:00;6.8;44;1018.8;360;4;CORDOBA OBSERVATORIO
28;2021-07-31T04:00:00;5.9;46;1018.6;90;4;CORDOBA OBSERVATORIO
29;2021-07-31T05:00:00;5.2;49;1019.0;180;11;CORDOBA OBSERVATORIO
30;2021-07-31T06:00:00;5.2;55;1020.2;180;7;CORDOBA OBSERVATORIO
31;2021-07-31T07:00:00;4.7;58;1021.5;180;6;CORDOBA OBSERVATORIO
32;2021-07-31T08:00:00;4.0;64;1021.0;230;4;CORDOBA OBSERVATORIO
33;2021-07-31T09:00:00;5.2;58;1022.7;230;4;CORDOBA OBSERVATORIO
34;2021-07-31T10:00:00;7.0;48;1024.6;230;7;CORDOBA OBSERVATORIO
35;2021-07-31T11:00:00;14.4;32;1025.2;230;9;CORDOBA OBSERVATORIO
36;2021-07-31T12:00:00;16.2;34;1024.1;140;7;CORDOBA OBSERVATORIO
37;2021-07-31T13:00:00;18.2;29;1024.7;140;7;CORDOBA OBSERVATORIO
38;2021-07-31T14:00:00;19.3;25;1024.8;140;15;CORDOBA OBSERVATORIO
39;2021-07-31T15:00:00;20.2;23;1024.8;140;15;CORDOBA OBSERVATORIO
40;2021-07-31T16:00:00;20.4;22;1025.3;140;15;CORDOBA OBSERVATORIO
41;2021-07-31T17:00:00;20.0;23;1025.4;140;13;CORDOBA OBSERVATORIO
42;2021-07-31T18:00:00;17.0;34;1027.2;140;9;CORDOBA OBSERVATORIO
43;2021-07-31T20:00:00;12.8;50;1030.0;230;6;CORDOBA OBSERVATORIO
44;2021-07-31T21:00:00;12.0;56;1030.0;230;6;CORDOBA OBSERVATORIO
45;2021-07-31T22:00:00;10.8;64;1030.0;230;4;CORDOBA OBSERVATORIO
46;2021-07-31T23:00:00;8.4;73;1029.6;140;4;CORDOBA OBSERVATORIO
