;FECHA;TEMP;HUM;PNM;DD;FF;NOMBRE
0;2021-06-15T00:00:00;10.4;56;1030.1;180;15;CORDOBA AERO
1;2021-06-15T01:00:00;10.0;60;1030.1;180;15;CORDOBA AERO
2;2021-06-15T02:00:00;10.0;54;1029.8;180;13;CORDOBA AERO
3;2021-06-15T03:00:00;8.8;63;1029.5;160;9;CORDOBA AERO
4;2021-06-15T04:00:00;8.7;63;1029.8;180;7;CORDOBA AERO
5;2021-06-15T05:00:00;8.2;66;1029.6;160;9;CORDOBA AERO
6;2021-06-15T06:00:00;7.7;69;1029.7;200;9;CORDOBA AERO
7;2021-06-15T07:00:00;7.4;67;1030.0;180;17;CORDOBA AERO
8;2021-06-15T08:00:00;7.1;68;1030.6;200;11;CORDOBA AERO
9;2021-06-15T09:00:00;6.8;69;1031.1;160;7;CORDOBA AERO
10;2021-06-15T10:00:00;7.0;67;1031.8;160;7;CORDOBA AERO
11;2021-06-15T11:00:00;7.3;64;1032.2;140;9;CORDOBA AERO
12;2021-06-15T12:00:00;7.6;62;1032.2;180;9;CORDOBA AERO
13;2021-06-15T13:00:00;8.0;57;1031.5;200;15;CORDOBA AERO
14;2021-06-15T14:00:00;8.2;53;1030.5;200;17;CORDOBA AERO
15;2021-06-15T15:00:00;8.2;50;1030.5;200;11;CORDOBA AERO
16;2021-06-15T16:00:00;8.0;51;1030.0;180;13;CORDOBA AERO
17;2021-06-15T17:00:00;7.7;51;1029.9;180;11;CORDOBA AERO
18;2021-06-15T18:00:00;7.4;49;1030.7;200;13;CORDOBA AERO
19;2021-06-15T19:00:00;7.1;52;1031.3;200;7;CORDOBA AERO
20;2021-06-15T20:00:00;6.9;54;1031.4;200;9;CORDOBA AERO
21;2021-06-15T21:00:00;6.8;52;1031.6;180;11;CORDOBA AERO
22;2021-06-15T22:00:00;6.6;53;1032.4;180;6;CORDOBA AERO
23;2021-06-15T23:00:00;6.0;62;1031.7;270;4;CORDOBA AERO
24;2021-06-15T00:00:00;11.0;57;1029.3;200;9;CORDOBA OBSERVATORIO
25;2021-06-15T01:00:00;10.6;60;1029.3;180;7;CORDOBA OBSERVATORIO
26;2021-06-15T02:00:00;10.2;63;1029.2;160;9;CORDOBA OBSERVATORIO
27;2021-06-15T03:00:00;10.2;64;1029.2;180;7;CORDOBA OBSERVATORIO
28;2021-06-15T04:00:00;9.2;62;1028.8;180;9;CORDOBA OBSERVATORIO
29;2021-06-15T05:00:00;8.3;65;1028.4;180;9;CORDOBA OBSERVATORIO
30;2021-06-15T06:00:00;7.9;64;1028.9;200;7;CORDOBA OBSERVATORIO
31;2021-06-15T07:00:00;8.1;67;1029.5;200;7;CORDOBA OBSERVATORIO
32;2021-06-15T08:00:00;7.7;72;1030.5;180;9;CORDOBA OBSERVATORIO
33;2021-06-15T09:00:00;7.5;70;1030.5;180;7;CORDOBA OBSERVATORIO
34;2021-06-15T10:00:00;7.4;69;1031.3;180;9;CORDOBA OBSERVATORIO
35;2021-06-15T11:00:00;7.8;67;1031.7;180;7;CORDOBA OBSERVATORIO
36;2021-06-15T12:00:00;8.6;60;1031.6;180;9;CORDOBA OBSERVATORIO
37;2021-06-15T13:00:00;9.1;58;1031.8;180;11;CORDOBA OBSERVATORIO
38;2021-06-15T14:00:00;9.3;56;1031.8;180;9;CORDOBA OBSERVATORIO
39;2021-06-15T15:00:00;9.2;54;1030.7;180;9;CORDOBA OBSERVATORIO
40;2021-06-15T16:00:00;8.7;54;1030.2;180;7;CORDOBA OBSERVATORIO
41;2021-06-15T17:00:00;8.0;59;1030.0;180;7;CORDOBA OBSERVATORIO
42;2021-06-15T18:00:00;7.7;58;1030.0;180;9;CORDOBA OBSERVATORIO
43;2021-06-15T19:00:00;7.5;60;1030.0;180;6;CORDOBA OBSERVATORIO
44;2021-06-15T20:00:00;7.6;58;1030.6;180;7;CORDOBA OBSERVATORIO
45;2021-06-15T21:00:00;7.5;56;1031.1;180;9;CORDOBA OBSERVATORIO
46;2021-06-15T22:00:00;6.9;63;1031.8;200;9;CORDOBA OBSERVATORIO
47;2021-06-15T23:00:00;7.0;62;1031.5;180;4;CORDOBA OBSERVATORIO
