;FECHA;TEMP;HUM;PNM;DD;FF;NOMBRE
0;2022-04-28T00:00:00;7.3;78;1013.4;250;4;CORDOBA AERO
1;2022-04-28T01:00:00;6.2;76;1013.6;290;7;CORDOBA AERO
2;2022-04-28T02:00:00;6.3;74;1013.6;270;9;CORDOBA AERO
3;2022-04-28T03:00:00;6.5;68;1012.8;320;13;CORDOBA AERO
4;2022-04-28T04:00:00;5.5;76;1014.1;250;7;CORDOBA AERO
5;2022-04-28T05:00:00;4.3;83;1014.6;270;7;CORDOBA AERO
6;2022-04-28T06:00:00;6.6;68;1015.4;310;11;CORDOBA AERO
7;2022-04-28T07:00:00;11.2;47;1018.7;180;24;CORDOBA AERO
8;2022-04-28T08:00:00;11.7;44;1021.4;200;28;CORDOBA AERO
9;2022-04-28T09:00:00;11.8;45;1024.2;200;26;CORDOBA AERO
10;2022-04-28T10:00:00;12.9;34;1025.5;200;30;CORDOBA AERO
11;2022-04-28T11:00:00;14.2;31;1026.1;180;22;CORDOBA AERO
12;2022-04-28T12:00:00;14.5;30;1026.6;160;20;CORDOBA AERO
13;2022-04-28T13:00:00;16.1;26;1026.2;180;19;CORDOBA AERO
14;2022-04-28T14:00:00;16.8;29;1025.5;160;19;CORDOBA AERO
15;2022-04-28T15:00:00;16.9;27;1024.6;200;15;CORDOBA AERO
16;2022-04-28T16:00:00;16.8;26;1024.2;110;13;CORDOBA AERO
17;2022-04-28T17:00:00;16.2;29;1024.2;110;9;CORDOBA AERO
18;2022-04-28T18:00:00;14.9;35;1024.0;140;9;CORDOBA AERO
19;2022-04-28T19:00:00;9.8;50;1024.6;110;7;CORDOBA AERO
20;2022-04-28T20:00:00;4.8;61;1025.8;20;4;CORDOBA AERO
21;2022-04-28T21:00:00;4.1;67;1026.7;340;6;CORDOBA AERO
22;2022-04-28T22:00:00;3.4;78;1027.4;290;9;CORDOBA AERO
23;2022-04-28T23:00:00;3.7;73;1027.7;320;11;CORDOBA AERO
24;2022-04-28T00:00:00;14.4;46;1012.2;230;7;CORDOBA OBSERVATORIO
25;2022-04-28T01:00:00;12.2;51;1012.5;230;4;CORDOBA OBSERVATORIO
26;2022-04-28T02:00:00;11.2;57;1012.4;230;4;CORDOBA OBSERVATORIO
27;2022-04-28T03:00:00;10.8;58;1012.0;250;4;CORDOBA OBSERVATORIO
28;2022-04-28T04:00:00;10.4;57;1012.7;230;11;CORDOBA OBSERVATORIO
29;2022-04-28T05:00:00;10.3;64;1013.2;230;7;CORDOBA OBSERVATORIO
30;2022-04-28T06:00:00;10.1;57;1014.4;290;4;CORDOBA OBSERVATORIO
31;2022-04-28T07:00:00;11.7;45;1017.2;200;19;CORDOBA OBSERVATORIO
32;2022-04-28T08:00:00;11.8;48;1018.8;200;19;CORDOBA OBSERVATORIO
33;2022-04-28T09:00:00;12.5;47;1022.9;200;17;CORDOBA OBSERVATORIO
34;2022-04-28T10:00:00;13.5;42;1024.2;180;13;CORDOBA OBSERVATORIO
35;2022-04-28T11:00:00;15.0;30;1024.9;160;17;CORDOBA OBSERVATORIO
36;2022-04-28T12:00:00;16.0;30;1025.4;180;15;CORDOBA OBSERVATORIO
37;2022-04-28T13:00:00;16.8;28;1025.3;140;13;CORDOBA OBSERVATORIO
38;2022-04-28T14:00:00;17.8;26;1024.5;140;13;CORDOBA OBSERVATORIO
39;2022-04-28T15:00:00;17.7;26;1023.6;180;11;CORDOBA OBSERVATORIO
40;2022-04-28T16:00:00;17.4;27;1023.5;140;7;CORDOBA OBSERVATORIO
41;2022-04-28T17:00:00;17.2;27;1024.2;90;13;CORDOBA OBSERVATORIO
42;2022-04-28T18:00:00;16.0;32;1023.7;140;7;CORDOBA OBSERVATORIO
43;2022-04-28T19:00:00;14.6;37;1023.7;140;6;CORDOBA OBSERVATORIO
44;2022-04-28T20:00:00;14.0;38;1024.0;140;7;CORDOBA OBSERVATORIO
45;2022-04-28T21:00:00;13.2;39;1024.8;140;7;CORDOBA OBSERVATORIO
46;2022-04-28T22:00:00;12.0;45;1025.4;140;4;CORDOBA OBSERVATORIO
47;2022-04-28T23:00:00;9.8;63;1025.9;270;2;CORDOBA OBSERVATORIO
