;FECHA;TEMP;HUM;PNM;DD;FF;NOMBRE
0;2021-12-07T00:00:00;20.2;82;1018.8;340;9;CORDOBA AERO
1;2021-12-07T01:00:00;19.2;82;1018.3;320;9;CORDOBA AERO
2;2021-12-07T02:00:00;18.4;84;1017.4;320;11;CORDOBA AERO
3;2021-12-07T03:00:00;18.0;88;1016.6;320;11;CORDOBA AERO
4;2021-12-07T04:00:00;17.1;91;1016.3;320;9;CORDOBA AERO
5;2021-12-07T05:00:00;17.0;92;1016.3;70;9;CORDOBA AERO
6;2021-12-07T06:00:00;17.0;92;1016.6;360;7;CORDOBA AERO
7;2021-12-07T07:00:00;17.2;92;1016.7;320;9;CORDOBA AERO
8;2021-12-07T08:00:00;22.0;75;1016.7;20;9;CORDOBA AERO
9;2021-12-07T09:00:00;24.0;64;1016.8;20;17;CORDOBA AERO
10;2021-12-07T10:00:00;26.2;54;1016.3;20;22;CORDOBA AERO
11;2021-12-07T11:00:00;27.4;46;1015.7;20;24;CORDOBA AERO
12;2021-12-07T12:00:00;29.2;43;1014.9;20;22;CORDOBA AERO
13;2021-12-07T13:00:00;29.4;40;1014.0;20;26;CORDOBA AERO
14;2021-12-07T14:00:00;30.2;37;1013.2;50;26;CORDOBA AERO
15;2021-12-07T15:00:00;30.8;35;1012.1;20;26;CORDOBA AERO
16;2021-12-07T16:00:00;31.2;33;1011.2;50;24;CORDOBA AERO
17;2021-12-07T17:00:00;31.2;33;1010.4;50;26;CORDOBA AERO
18;2021-12-07T18:00:00;30.2;35;1009.8;50;28;CORDOBA AERO
19;2021-12-07T19:00:00;28.9;38;1010.1;60;26;CORDOBA AERO
20;2021-12-07T20:00:00;26.6;42;1010.4;60;20;CORDOBA AERO
21;2021-12-07T21:00:00;23.9;51;1010.8;60;13;CORDOBA AERO
22;2021-12-07T22:00:00;21.3;62;1011.5;20;11;CORDOBA AERO
23;2021-12-07T23:00:00;20.0;68;1012.5;320;9;CORDOBA AERO
24;2021-12-07T00:00:00;23.9;68;1017.9;360;6;CORDOBA OBSERVATORIO
25;2021-12-07T01:00:00;22.6;74;1017.1;340;4;CORDOBA OBSERVATORIO
26;2021-12-07T02:00:00;22.2;75;1016.8;340;4;CORDOBA OBSERVATORIO
27;2021-12-07T03:00:00;21.1;79;1016.2;270;4;CORDOBA OBSERVATORIO
28;2021-12-07T04:00:00;20.5;83;1016.0;320;2;CORDOBA OBSERVATORIO
29;2021-12-07T05:00:00;20.5;82;1015.9;90;7;CORDOBA OBSERVATORIO
30;2021-12-07T06:00:00;20.0;83;1016.2;360;2;CORDOBA OBSERVATORIO
31;2021-12-07T07:00:00;20.1;82;1016.3;320;2;CORDOBA OBSERVATORIO
32;2021-12-07T08:00:00;22.8;67;1016.4;360;4;CORDOBA OBSERVATORIO
33;2021-12-07T09:00:00;24.2;61;1016.2;50;9;CORDOBA OBSERVATORIO
34;2021-12-07T10:00:00;26.8;53;1015.5;50;11;CORDOBA OBSERVATORIO
35;2021-12-07T11:00:00;28.2;46;1014.9;50;13;CORDOBA OBSERVATORIO
36;2021-12-07T12:00:00;29.8;42;1014.5;50;11;CORDOBA OBSERVATORIO
37;2021-12-07T13:00:00;30.8;38;1014.1;50;13;CORDOBA OBSERVATORIO
38;2021-12-07T14:00:00;31.8;36;1012.6;50;15;CORDOBA OBSERVATORIO
39;2021-12-07T15:00:00;32.2;32;1011.8;50;13;CORDOBA OBSERVATORIO
40;2021-12-07T16:00:00;32.8;31;1011.3;50;13;CORDOBA OBSERVATORIO
41;2021-12-07T17:00:00;32.6;32;1010.5;50;19;CORDOBA OBSERVATORIO
42;2021-12-07T18:00:00;31.4;32;1009.3;50;20;CORDOBA OBSERVATORIO
43;2021-12-07T19:00:00;30.0;35;1009.4;50;22;CORDOBA OBSERVATORIO
44;2021-12-07T20:00:00;28.6;38;1010.6;70;17;CORDOBA OBSERVATORIO
45;2021-12-07T21:00:00;27.4;40;1010.6;50;13;CORDOBA OBSERVATORIO
46;2021-12-07T22:00:00;26.2;43;1009.8;90;15;CORDOBA OBSERVATORIO
47;2021-12-07T23:00:00;25.4;47;1009.7;20;6;CORDOBA OBSERVATORIO
