;FECHA;TEMP;HUM;PNM;DD;FF;NOMBRE
0;2021-12-01T00:00:00;19.0;77;1013.6;180;31;CORDOBA AERO
1;2021-12-01T01:00:00;18.6;79;1013.7;200;19;CORDOBA AERO
2;2021-12-01T02:00:00;17.1;93;1013.6;200;6;CORDOBA AERO
3;2021-12-01T03:00:00;16.4;96;1012.9;230;9;CORDOBA AERO
4;2021-12-01T04:00:00;16.3;96;1012.2;230;7;CORDOBA AERO
5;2021-12-01T05:00:00;15.6;97;1012.0;230;7;CORDOBA AERO
6;2021-12-01T06:00:00;15.8;97;1010.0;360;17;CORDOBA AERO
7;2021-12-01T07:00:00;17.0;91;1012.0;140;6;CORDOBA AERO
8;2021-12-01T08:00:00;17.2;94;1011.5;20;9;CORDOBA AERO
9;2021-12-01T09:00:00;18.2;89;1012.3;110;9;CORDOBA AERO
10;2021-12-01T10:00:00;21.0;76;1012.0;20;17;CORDOBA AERO
11;2021-12-01T11:00:00;21.5;81;1012.3;50;13;CORDOBA AERO
12;2021-12-01T12:00:00;22.1;81;1012.0;90;13;CORDOBA AERO
13;2021-12-01T13:00:00;24.9;66;1011.2;90;15;CORDOBA AERO
14;2021-12-01T14:00:00;25.0;64;1010.9;70;17;CORDOBA AERO
15;2021-12-01T15:00:00;26.1;63;1010.1;90;11;CORDOBA AERO
16;2021-12-01T16:00:00;27.6;53;1009.0;90;17;CORDOBA AERO
17;2021-12-01T17:00:00;27.6;50;1008.2;70;26;CORDOBA AERO
18;2021-12-01T18:00:00;27.3;48;1008.4;50;20;CORDOBA AERO
19;2021-12-01T19:00:00;25.6;53;1009.2;50;19;CORDOBA AERO
20;2021-12-01T20:00:00;23.7;65;1010.2;50;13;CORDOBA AERO
21;2021-12-01T21:00:00;21.2;74;1011.2;50;11;CORDOBA AERO
22;2021-12-01T22:00:00;19.2;81;1012.2;20;11;CORDOBA AERO
23;2021-12-01T23:00:00;18.4;84;1013.2;340;7;CORDOBA AERO
24;2021-12-01T00:00:00;19.2;83;1013.1;180;24;CORDOBA OBSERVATORIO
25;2021-12-01T01:00:00;18.4;89;1013.7;180;19;CORDOBA OBSERVATORIO
26;2021-12-01T02:00:00;17.6;93;1013.7;180;6;CORDOBA OBSERVATORIO
27;2021-12-01T03:00:00;17.5;92;1012.4;180;11;CORDOBA OBSERVATORIO
28;2021-12-01T04:00:00;17.4;91;1011.1;180;6;CORDOBA OBSERVATORIO
29;2021-12-01T05:00:00;17.2;92;1010.4;180;6;CORDOBA OBSERVATORIO
30;2021-12-01T06:00:00;17.5;90;1010.4;180;9;CORDOBA OBSERVATORIO
31;2021-12-01T07:00:00;17.9;88;1011.0;180;7;CORDOBA OBSERVATORIO
32;2021-12-01T08:00:00;18.6;82;1009.9;50;9;CORDOBA OBSERVATORIO
33;2021-12-01T09:00:00;19.2;81;1009.6;180;4;CORDOBA OBSERVATORIO
34;2021-12-01T10:00:00;20.8;75;1011.3;90;7;CORDOBA OBSERVATORIO
35;2021-12-01T11:00:00;23.2;67;1011.0;110;11;CORDOBA OBSERVATORIO
36;2021-12-01T12:00:00;23.4;67;1011.5;50;7;CORDOBA OBSERVATORIO
37;2021-12-01T13:00:00;24.2;66;1010.9;90;9;CORDOBA OBSERVATORIO
38;2021-12-01T14:00:00;25.8;61;1010.0;70;9;CORDOBA OBSERVATORIO
39;2021-12-01T15:00:00;27.4;52;1009.7;50;6;CORDOBA OBSERVATORIO
40;2021-12-01T16:00:00;28.6;52;1009.6;90;9;CORDOBA OBSERVATORIO
41;2021-12-01T17:00:00;29.2;47;1009.1;70;17;CORDOBA OBSERVATORIO
42;2021-12-01T18:00:00;28.8;49;1008.1;90;15;CORDOBA OBSERVATORIO
43;2021-12-01T19:00:00;27.6;48;1009.0;90;15;CORDOBA OBSERVATORIO
44;2021-12-01T20:00:00;26.3;52;1008.7;70;13;CORDOBA OBSERVATORIO
45;2021-12-01T21:00:00;25.5;55;1009.4;50;9;CORDOBA OBSERVATORIO
46;2021-12-01T22:00:00;24.3;55;1010.5;50;13;CORDOBA OBSERVATORIO
47;2021-12-01T23:00:00;23.2;60;1011.6;50;4;CORDOBA OBSERVATORIO
